Threshold,Take Profit Percent,Stop Loss Percent,Trade Returns,Number of Trades
0.46,0.05,-0.03,0.6014685348636035,11744
0.56,0.02,-0.02,0.6000569080935413,9087
0.54,0.03,-0.01,0.5951093184637114,9613
0.58,0.03,-0.01,0.5935986843039285,8733
0.46,0.02,-0.01,0.593421295063266,11744
0.69,0.03,-0.02,0.5896656140145166,6669
0.48,0.03,-0.01,0.5879415046193271,11283
0.46,0.05,-0.04,0.5870795681291728,11744
0.48,0.04,-0.03,0.5765475450895957,11283
0.55,0.02,-0.01,0.5756918185434208,9306
0.33,0.05,-0.01,0.5710581502946694,15688
0.49,0.02,-0.05,0.5690165048720874,11003
0.57,0.03,-0.01,0.565613383153983,8928
0.47,0.05,-0.03,0.5596585874017472,11508
0.32,0.05,-0.01,0.5588740352563972,15986
0.4,0.02,-0.01,0.5565209225594512,13239
0.33,0.03,-0.02,0.5549949137721877,15688
0.6,0.02,-0.03,0.5488661647665722,8257
0.62,0.01,-0.04,0.5429591904471855,7942
0.47,0.03,-0.04,0.5390619587089158,11508
0.52,0.03,-0.03,0.5271936519062307,10146
0.53,0.02,-0.04,0.5246142747782743,9871
0.58,0.02,-0.03,0.5184988336860274,8733
0.3,0.03,-0.01,0.5069196625351658,16564
0.51,0.03,-0.04,0.5067799146187069,10433
0.61,0.01,-0.04,0.5029990704701984,8071
0.49,0.04,-0.03,0.4952765992562561,11003
0.47,0.05,-0.04,0.49415128923914614,11508
0.41,0.02,-0.01,0.4851318620090959,13028
0.69,0.03,-0.03,0.4786884462456707,6669
0.51,0.02,-0.01,0.47567152730830936,10433
0.7,0.03,-0.02,0.46831918339361905,6452
0.35,0.05,-0.01,0.4653242248150176,14952
0.52,0.02,-0.01,0.46449397569063683,10146
0.52,0.05,-0.03,0.4634628709424186,10146
0.5,0.03,-0.04,0.46178362915726345,10692
0.37,0.04,-0.02,0.45763106464620845,14104
0.63,0.03,-0.03,0.45359905514790294,7766
0.53,0.03,-0.03,0.45108233112275264,9871
0.38,0.02,-0.01,0.4456904435445825,13730
0.54,0.02,-0.04,0.43795228925012736,9613
0.53,0.01,-0.05,0.42718018629293625,9871
0.48,0.05,-0.02,0.42014933773681945,11283
0.53,0.05,-0.03,0.41945294465546107,9871
0.35,0.04,-0.02,0.4158907220835363,14952
0.53,0.03,-0.02,0.41575592005179973,9871
0.5,0.03,-0.02,0.40997118540662125,10692
0.48,0.04,-0.04,0.40297981148450845,11283
0.44,0.04,-0.04,0.39661359115569833,12227
0.35,0.03,-0.02,0.38936149241249096,14952
0.56,0.02,-0.01,0.3867343420617381,9087
0.43,0.03,-0.05,0.3854396515778912,12518
0.49,0.05,-0.02,0.3849627599747469,11003
0.36,0.05,-0.02,0.3814301686029649,14468
0.54,0.03,-0.03,0.37667750451260656,9613
0.44,0.04,-0.03,0.3757516984663604,12227
0.55,0.02,-0.03,0.3755073853699557,9306
0.34,0.03,-0.01,0.374540348091319,15323
0.67,0.02,-0.04,0.3728810998630493,7050
0.46,0.02,-0.05,0.36930302290032946,11744
0.62,0.02,-0.03,0.36226409824771155,7942
0.45,0.04,-0.03,0.36172371888000215,11961
0.61,0.03,-0.02,0.3613995195342556,8071
0.56,0.02,-0.03,0.35914623417318253,9087
0.49,0.04,-0.04,0.35707258484295384,11003
0.39,0.02,-0.01,0.35635059506361916,13470
0.31,0.03,-0.02,0.3559803038995437,16285
0.7,0.03,-0.03,0.35404485644039513,6452
0.48,0.05,-0.05,0.35165356856371255,11283
0.47,0.02,-0.05,0.34175376286637293,11508
0.5,0.03,-0.01,0.33997722051960294,10692
0.37,0.03,-0.02,0.3285867574222603,14104
0.33,0.03,-0.01,0.324839872126959,15688
0.61,0.02,-0.03,0.3245601119687178,8071
0.6,0.03,-0.02,0.32453601650165037,8257
0.52,0.03,-0.01,0.3213808253323478,10146
0.39,0.04,-0.05,0.3191683129085354,13470
0.32,0.03,-0.02,0.31916644649207915,15986
0.52,0.05,-0.04,0.3061821879013078,10146
0.55,0.03,-0.01,0.305284025123354,9306
0.4,0.04,-0.05,0.28558932395393594,13239
0.52,0.03,-0.04,0.2790503143209814,10146
0.43,0.03,-0.01,0.27537731299149426,12518
0.3,0.04,-0.01,0.2709589902416449,16564
0.45,0.04,-0.04,0.27005659784814745,11961
0.67,0.01,-0.05,0.26499605964709555,7050
0.68,0.02,-0.04,0.256342500743499,6874
0.52,0.03,-0.02,0.2515155996410159,10146
0.51,0.03,-0.02,0.2479406447606618,10433
0.45,0.03,-0.01,0.23466262560489207,11961
0.43,0.04,-0.05,0.23141927191117076,12518
0.31,0.04,-0.01,0.21695643067255865,16285
0.54,0.01,-0.05,0.2122257597505656,9613
0.32,0.04,-0.01,0.20921386218613103,15986
0.59,0.03,-0.02,0.20186876630387707,8506
0.59,0.03,-0.03,0.19721788374156313,8506
0.35,0.03,-0.01,0.19357391465720025,14952
0.43,0.03,-0.02,0.1898428819469388,12518
0.68,0.01,-0.05,0.1838183171439743,6874
0.54,0.03,-0.02,0.18293837180272776,9613
0.43,0.05,-0.02,0.18255758544945525,12518
0.53,0.05,-0.04,0.18160907775893487,9871
0.32,0.03,-0.01,0.1803310247269118,15986
0.5,0.05,-0.02,0.1764115992847483,10692
0.57,0.03,-0.03,0.1761226893709461,8928
0.6,0.03,-0.03,0.17158590122316716,8257
0.31,0.03,-0.01,0.17140018224871773,16285
0.62,0.03,-0.02,0.17030708623017343,7942
0.34,0.04,-0.01,0.16838068777929183,15323
0.33,0.04,-0.01,0.16558933174001433,15688
0.57,0.01,-0.05,0.16326383829327656,8928
0.66,0.02,-0.04,0.15927845346967826,7228
0.54,0.05,-0.03,0.158923427009817,9613
0.67,0.03,-0.04,0.15728604545401476,7050
0.49,0.05,-0.05,0.15244274285326226,11003
0.7,0.02,-0.04,0.15191605810938622,6452
0.56,0.03,-0.01,0.14508583397409214,9087
0.41,0.05,-0.02,0.14321558839435242,13028
0.47,0.03,-0.01,0.1393416846181822,11508
0.64,0.05,-0.01,0.13888614148800338,7577
0.54,0.03,-0.04,0.13392383812014447,9613
0.51,0.03,-0.01,0.12863416803630143,10433
0.57,0.02,-0.04,0.12333573144838457,8928
0.53,0.03,-0.04,0.12237580968208642,9871
0.69,0.02,-0.04,0.12114076869681772,6669
0.65,0.05,-0.03,0.11526763913074994,7411
0.45,0.03,-0.02,0.10418551513648378,11961
0.37,0.05,-0.01,0.10073470447953642,14104
0.38,0.04,-0.02,0.09851305785274117,13730
0.64,0.05,-0.03,0.08657185366121056,7577
0.58,0.03,-0.03,0.08289850963401225,8733
0.67,0.05,-0.03,0.07108972233647105,7050
0.53,0.05,-0.02,0.06953436306116309,9871
0.44,0.05,-0.05,0.06928178617529217,12227
0.53,0.05,-0.01,0.06803419905895242,9871
0.51,0.04,-0.03,0.057887166117103074,10433
0.66,0.01,-0.05,0.056897876524821325,7228
0.59,0.02,-0.04,0.056257765376279044,8506
0.49,0.05,-0.01,0.054482383678134384,11003
0.64,0.02,-0.04,0.054277332562240696,7577
0.66,0.05,-0.03,0.050353839010670726,7228
0.61,0.03,-0.03,0.04840350100280496,8071
0.47,0.03,-0.02,0.04728857849188387,11508
0.39,0.03,-0.05,0.04190552424510142,13470
0.58,0.03,-0.02,0.03978643710517902,8733
0.47,0.04,-0.03,0.029769493852266272,11508
0.65,0.02,-0.04,0.028447419715155912,7411
0.46,0.03,-0.01,0.027924208727817847,11744
0.5,0.04,-0.03,0.026665257017047535,10692
0.38,0.03,-0.02,0.025873504553931205,13730
0.37,0.03,-0.01,0.019782046041933128,14104
0.48,0.03,-0.05,0.009501409389282435,11283
0.54,0.05,-0.04,0.007032415161490536,9613
0.57,0.03,-0.02,0.0011407320935496526,8928
0.42,0.05,-0.02,-0.0010221237060546381,12764
0.65,0.03,-0.04,-0.006418097621877547,7411
0.46,0.03,-0.02,-0.006490188589603388,11744
0.66,0.03,-0.04,-0.007621643196270719,7228
0.63,0.02,-0.04,-0.012649272124438199,7766
0.62,0.03,-0.03,-0.014062439452342743,7942
0.46,0.04,-0.03,-0.026176861230776005,11744
0.41,0.04,-0.05,-0.02851730535249719,13028
0.69,0.01,-0.05,-0.03063204881537647,6669
0.36,0.03,-0.02,-0.034293349741785224,14468
0.42,0.03,-0.01,-0.03968513012380022,12764
0.64,0.03,-0.04,-0.04022330924777988,7577
0.51,0.05,-0.02,-0.04303450442701241,10433
0.68,0.03,-0.04,-0.044942633032218585,6874
0.4,0.05,-0.02,-0.051076710997128676,13239
0.48,0.05,-0.01,-0.0512684949080497,11283
0.7,0.01,-0.05,-0.05298998127756026,6452
0.58,0.02,-0.04,-0.05498702287809369,8733
0.42,0.03,-0.05,-0.05932270898387067,12764
0.36,0.04,-0.02,-0.06304941502246449,14468
0.42,0.04,-0.05,-0.06393113643750373,12764
0.65,0.01,-0.05,-0.06675097581515728,7411
0.4,0.03,-0.05,-0.06713187145915496,13239
0.58,0.01,-0.05,-0.08681492791449272,8733
0.67,0.05,-0.02,-0.09221254536320005,7050
0.56,0.03,-0.03,-0.09279705636805978,9087
0.51,0.04,-0.04,-0.09342085852803167,10433
0.64,0.04,-0.01,-0.10107288798559283,7577
0.6,0.02,-0.04,-0.10140358398171381,8257
0.47,0.04,-0.04,-0.10272525100850041,11508
0.5,0.02,-0.05,-0.10299739227698122,10692
0.46,0.04,-0.04,-0.10755327466339407,11744
0.54,0.05,-0.01,-0.1095341279347495,9613
0.55,0.02,-0.04,-0.11474600775771858,9306
0.68,0.05,-0.03,-0.1179055487224404,6874
0.55,0.03,-0.03,-0.12037897923585104,9306
0.44,0.03,-0.01,-0.122516137706465,12227
0.45,0.05,-0.05,-0.12320341252674435,11961
0.52,0.05,-0.02,-0.12680735184613628,10146
0.67,0.05,-0.01,-0.13126941160170225,7050
0.55,0.01,-0.05,-0.1316894611357566,9306
0.7,0.03,-0.04,-0.13530283483085898,6452
0.63,0.03,-0.04,-0.13721250698227272,7766
0.65,0.04,-0.03,-0.1414603181403987,7411
0.66,0.05,-0.01,-0.14365618884568554,7228
0.59,0.01,-0.05,-0.15154556561309027,8506
0.53,0.04,-0.03,-0.15265779107283078,9871
0.35,0.04,-0.01,-0.15286382251370323,14952
0.69,0.03,-0.04,-0.15628883036331453,6669
0.42,0.03,-0.02,-0.1588001460034353,12764
0.38,0.05,-0.01,-0.16139969281785385,13730
0.52,0.04,-0.03,-0.16313534908439614,10146
0.7,0.05,-0.03,-0.16587711687335488,6452
0.41,0.03,-0.02,-0.17170136717369636,13028
0.48,0.04,-0.02,-0.17349504503739327,11283
0.5,0.05,-0.01,-0.17439593029482464,10692
0.56,0.01,-0.05,-0.18205555922273123,9087
0.43,0.05,-0.01,-0.18242407186721324,12518
0.63,0.01,-0.05,-0.18766856738231388,7766
0.41,0.03,-0.05,-0.1882984433156589,13028
0.57,0.05,-0.03,-0.1951446451332044,8928
0.69,0.05,-0.03,-0.1977319397673099,6669
0.57,0.03,-0.04,-0.20311399028318938,8928
0.67,0.04,-0.03,-0.2040664730028735,7050
0.64,0.04,-0.03,-0.20430421037380775,7577
0.51,0.02,-0.05,-0.20585880394064993,10433
0.65,0.05,-0.01,-0.20672830663291675,7411
0.5,0.04,-0.04,-0.2073206466613296,10692
0.7,0.05,-0.01,-0.20998477433183393,6452
0.49,0.04,-0.02,-0.21078394359438082,11003
0.56,0.02,-0.04,-0.21096234231272437,9087
0.59,0.05,-0.01,-0.21622678635345666,8506
0.64,0.05,-0.02,-0.21736757058297795,7577
0.49,0.03,-0.05,-0.22287211176537103,11003
0.6,0.01,-0.05,-0.2249141503076204,8257
0.44,0.03,-0.05,-0.24405986479280536,12227
0.66,0.05,-0.02,-0.24499546786715232,7228
0.44,0.03,-0.02,-0.24605718894723358,12227
0.68,0.05,-0.01,-0.2474565688589162,6874
0.67,0.04,-0.02,-0.2489747697642461,7050
0.66,0.04,-0.03,-0.25264500454499006,7228
0.6,0.05,-0.01,-0.2548413783811332,8257
0.45,0.03,-0.05,-0.25755186621779647,11961
0.38,0.03,-0.01,-0.26230901130856143,13730
0.36,0.03,-0.01,-0.2698957011206802,14468
0.43,0.04,-0.02,-0.2765510615264555,12518
0.63,0.05,-0.03,-0.27822622564916927,7766
0.59,0.03,-0.04,-0.2897385475112292,8506
0.59,0.05,-0.03,-0.29202192785293685,8506
0.39,0.05,-0.02,-0.2974492230870394,13470
0.41,0.03,-0.01,-0.29900748744162664,13028
0.55,0.03,-0.02,-0.30156408261968415,9306
0.37,0.04,-0.01,-0.30527504994692845,14104
0.57,0.05,-0.01,-0.30925403602327695,8928
0.68,0.05,-0.02,-0.30956277982965585,6874
0.45,0.05,-0.02,-0.3106637653048418,11961
0.47,0.05,-0.02,-0.3121489393064059,11508
0.52,0.05,-0.01,-0.3124051888344529,10146
0.61,0.05,-0.01,-0.31888601222912416,8071
0.54,0.04,-0.03,-0.3293709945031067,9613
0.65,0.05,-0.02,-0.33048880229090144,7411
0.69,0.05,-0.01,-0.33340419866314774,6669
0.54,0.05,-0.02,-0.33670496755993323,9613
0.58,0.03,-0.04,-0.3391878894320949,8733
0.62,0.02,-0.04,-0.34093183883109,7942
0.53,0.04,-0.02,-0.34606413989609397,9871
0.4,0.03,-0.01,-0.346703520629596,13239
0.7,0.05,-0.02,-0.34692193431303897,6452
0.36,0.05,-0.01,-0.35197089359626305,14468
0.6,0.03,-0.04,-0.352566793222513,8257
0.63,0.05,-0.02,-0.35298998050708064,7766
0.47,0.05,-0.05,-0.3594175108636475,11508
0.64,0.01,-0.05,-0.3605242670192821,7577
0.69,0.05,-0.02,-0.3701783024323754,6669
0.56,0.05,-0.03,-0.37050587508671723,9087
0.58,0.05,-0.01,-0.37275663260129926,8733
0.42,0.05,-0.01,-0.3749686296940423,12764
0.46,0.05,-0.05,-0.37677013566653206,11744
0.67,0.04,-0.01,-0.3784408289273908,7050
0.53,0.04,-0.01,-0.3840060370475525,9871
0.61,0.02,-0.04,-0.38710371314106196,8071
0.52,0.04,-0.04,-0.387403478823691,10146
0.63,0.05,-0.01,-0.3882981071636914,7766
0.64,0.04,-0.02,-0.3898496636796973,7577
0.56,0.03,-0.02,-0.39015733585533996,9087
0.65,0.04,-0.01,-0.412539229342641,7411
0.6,0.05,-0.03,-0.41509106184321226,8257
0.58,0.05,-0.03,-0.41818430952257624,8733
0.66,0.04,-0.01,-0.41867025438769245,7228
0.41,0.04,-0.02,-0.42138171990547435,13028
0.51,0.05,-0.01,-0.4231057547402991,10433
0.5,0.04,-0.02,-0.42889663460237915,10692
0.66,0.04,-0.02,-0.42960034048451945,7228
0.46,0.05,-0.02,-0.4307039974541982,11744
0.4,0.05,-0.01,-0.43470858025718695,13239
0.68,0.04,-0.03,-0.4377373021087184,6874
0.57,0.05,-0.04,-0.45205026430828243,8928
0.53,0.04,-0.04,-0.4574891046675419,9871
0.55,0.03,-0.04,-0.4592329148655047,9306
0.65,0.04,-0.02,-0.4688227886237561,7411
0.6,0.05,-0.02,-0.47035967211093577,8257
0.5,0.05,-0.05,-0.4716570027992797,10692
0.54,0.04,-0.01,-0.47518749045668185,9613
0.42,0.04,-0.02,-0.48017425289196347,12764
0.55,0.05,-0.03,-0.48265757695888145,9306
0.63,0.04,-0.02,-0.48283906320066855,7766
0.4,0.03,-0.02,-0.4917160458067238,13239
0.59,0.04,-0.01,-0.4977538994019859,8506
0.7,0.04,-0.03,-0.5031868270463914,6452
0.61,0.05,-0.02,-0.5038546972439848,8071
0.55,0.05,-0.01,-0.5040288346192707,9306
0.68,0.04,-0.02,-0.5110005622776363,6874
0.56,0.03,-0.04,-0.5115061753559614,9087
0.6,0.04,-0.01,-0.513474204050656,8257
0.41,0.05,-0.01,-0.5151548472187267,13028
0.59,0.05,-0.02,-0.519487466755548,8506
0.48,0.04,-0.05,-0.5203685847011129,11283
0.46,0.03,-0.05,-0.5215788360840683,11744
0.51,0.04,-0.02,-0.5220236725764865,10433
0.61,0.04,-0.01,-0.523160290291625,8071
0.49,0.04,-0.01,-0.5242949188453235,11003
0.63,0.04,-0.03,-0.5264692792810528,7766
0.7,0.04,-0.01,-0.5307824406751684,6452
0.67,0.05,-0.04,-0.5321677155525879,7050
0.39,0.03,-0.01,-0.5359073113441009,13470
0.4,0.04,-0.02,-0.5362761444514538,13239
0.61,0.03,-0.04,-0.5371432698043709,8071
0.68,0.04,-0.01,-0.5393035442315393,6874
0.69,0.04,-0.03,-0.5422076491551188,6669
0.47,0.03,-0.05,-0.5428239362907751,11508
0.54,0.04,-0.04,-0.5482494530496129,9613
0.7,0.05,-0.04,-0.5524043659289694,6452
0.45,0.05,-0.01,-0.557372643419504,11961
0.44,0.05,-0.02,-0.5588942532825645,12227
0.62,0.01,-0.05,-0.5589785892323369,7942
0.47,0.05,-0.01,-0.5638626868717496,11508
0.64,0.05,-0.04,-0.5640450635914129,7577
0.7,0.04,-0.02,-0.5658376735477859,6452
0.63,0.04,-0.01,-0.5736634382371838,7766
0.61,0.01,-0.05,-0.5853436842913478,8071
0.62,0.03,-0.04,-0.5911413222285512,7942
0.51,0.05,-0.05,-0.5925121545603554,10433
0.69,0.04,-0.02,-0.5962600408818916,6669
0.52,0.04,-0.02,-0.5968933391019167,10146
0.43,0.04,-0.01,-0.5987460295483186,12518
0.61,0.05,-0.03,-0.6001174709725454,8071
0.56,0.05,-0.01,-0.612647246169544,9087
0.57,0.04,-0.03,-0.6206181415540838,8928
0.38,0.04,-0.01,-0.6207505546584314,13730
0.48,0.04,-0.01,-0.6279434766365877,11283
0.57,0.05,-0.02,-0.63900866549174,8928
0.59,0.04,-0.03,-0.6417629689784456,8506
0.57,0.04,-0.01,-0.6428480858934542,8928
0.65,0.05,-0.04,-0.6496608492450516,7411
0.66,0.05,-0.04,-0.6502063846884004,7228
0.62,0.05,-0.01,-0.6509208813631407,7942
0.39,0.03,-0.02,-0.6511554187612163,13470
0.69,0.04,-0.01,-0.6613678642212563,6669
0.61,0.04,-0.02,-0.6652145390896805,8071
0.68,0.05,-0.04,-0.6654693094051771,6874
0.54,0.04,-0.02,-0.6659165969326322,9613
0.56,0.05,-0.04,-0.6668839335955556,9087
0.59,0.05,-0.04,-0.6671187109114776,8506
0.44,0.04,-0.05,-0.6733143766622174,12227
0.58,0.04,-0.01,-0.6835275996900647,8733
0.58,0.05,-0.02,-0.6918508582080811,8733
0.6,0.04,-0.02,-0.6925507646312189,8257
0.39,0.05,-0.01,-0.6971188747208261,13470
0.49,0.04,-0.05,-0.7071020713710809,11003
0.36,0.04,-0.01,-0.708880586606724,14468
0.58,0.05,-0.04,-0.7179396481096298,8733
0.69,0.05,-0.04,-0.724920035791336,6669
0.45,0.04,-0.02,-0.7286591035890254,11961
0.62,0.05,-0.03,-0.7306472927191437,7942
0.55,0.05,-0.04,-0.7306488580443955,9306
0.47,0.04,-0.02,-0.738664323232819,11508
0.6,0.04,-0.03,-0.7419378155897295,8257
0.63,0.05,-0.04,-0.7612486071944005,7766
0.59,0.04,-0.02,-0.7645728466548315,8506
0.52,0.02,-0.05,-0.7655165815370332,10146
0.39,0.04,-0.02,-0.7711739241555796,13470
0.46,0.05,-0.01,-0.7751268367556866,11744
0.62,0.05,-0.02,-0.7767493215515696,7942
0.42,0.04,-0.01,-0.7803177422613435,12764
0.5,0.04,-0.01,-0.7867075589202579,10692
0.52,0.04,-0.01,-0.7947962817378242,10146
0.58,0.04,-0.03,-0.7971692046883186,8733
0.45,0.04,-0.05,-0.7972795174648708,11961
0.4,0.04,-0.01,-0.8215669795315539,13239
0.6,0.05,-0.04,-0.8314545757039424,8257
0.44,0.05,-0.01,-0.8332661185124369,12227
0.62,0.04,-0.01,-0.8353708417220703,7942
0.5,0.03,-0.05,-0.8450980753985327,10692
0.56,0.04,-0.03,-0.8502631909806692,9087
0.61,0.04,-0.03,-0.8661329740444699,8071
0.67,0.04,-0.04,-0.8733254233383274,7050
0.55,0.04,-0.01,-0.8993955554779676,9306
0.51,0.03,-0.05,-0.9085376640938166,10433
0.51,0.04,-0.01,-0.9090983176280854,10433
0.67,0.02,-0.05,-0.914632726972252,7050
0.46,0.04,-0.02,-0.916646423343366,11744
0.62,0.04,-0.02,-0.9182848456936819,7942
0.64,0.04,-0.04,-0.9209226400728181,7577
0.55,0.05,-0.02,-0.9345259821562317,9306
0.57,0.04,-0.02,-0.9361609822126596,8928
0.56,0.05,-0.02,-0.9385494563875103,9087
0.57,0.04,-0.04,-0.9445112074273364,8928
0.53,0.02,-0.05,-0.9537890799922706,9871
0.7,0.04,-0.04,-0.9557155885484048,6452
0.45,0.04,-0.01,-0.965817435791226,11961
0.58,0.04,-0.02,-0.9661800921475883,8733
0.55,0.04,-0.03,-0.9717049831006628,9306
0.65,0.04,-0.04,-0.9723903189625859,7411
0.41,0.04,-0.01,-0.9779260341001467,13028
0.44,0.04,-0.02,-0.9850334171614333,12227
0.62,0.04,-0.03,-0.9905767877995398,7942
0.47,0.04,-0.01,-0.994133218139135,11508
0.56,0.04,-0.01,-0.9987238767804199,9087
0.47,0.04,-0.05,-1.0111721421326887,11508
0.52,0.05,-0.05,-1.012594255001586,10146
0.66,0.04,-0.04,-1.0192067406904561,7228
0.68,0.04,-0.04,-1.0513025752378455,6874
0.63,0.04,-0.04,-1.075493173272667,7766
0.61,0.05,-0.04,-1.0778750611947736,8071
0.39,0.04,-0.01,-1.0787186787259715,13470
0.68,0.02,-0.05,-1.0804558532323887,6874
0.59,0.04,-0.04,-1.0828612644833797,8506
0.46,0.04,-0.05,-1.1262810694805048,11744
0.69,0.04,-0.04,-1.1353972576255382,6669
0.7,0.02,-0.05,-1.1425177111950917,6452
0.54,0.02,-0.05,-1.1556968756918884,9613
0.66,0.02,-0.05,-1.1567405365929988,7228
0.58,0.04,-0.04,-1.1639119899735442,8733
0.53,0.05,-0.05,-1.1708284677135858,9871
0.69,0.02,-0.05,-1.1944868458203637,6669
0.62,0.05,-0.04,-1.1999369949104013,7942
0.67,0.03,-0.05,-1.2070820580781452,7050
0.56,0.04,-0.04,-1.2136286961876803,9087
0.6,0.04,-0.04,-1.2243028418968422,8257
0.44,0.04,-0.01,-1.2394798803475122,12227
0.46,0.04,-0.01,-1.2412478043465116,11744
0.52,0.03,-0.05,-1.253463563643415,10146
0.65,0.02,-0.05,-1.2654541549318123,7411
0.55,0.04,-0.04,-1.2866837108843563,9306
0.56,0.04,-0.02,-1.2881843538491151,9087
0.55,0.04,-0.02,-1.2934509698656773,9306
0.51,0.04,-0.05,-1.3352994333650476,10433
0.5,0.04,-0.05,-1.3407633473416243,10692
0.65,0.03,-0.05,-1.3771739489656987,7411
0.66,0.03,-0.05,-1.4004949099558024,7228
0.61,0.04,-0.04,-1.4098920767130851,8071
0.57,0.02,-0.05,-1.4241338311719571,8928
0.53,0.03,-0.05,-1.4341779697670078,9871
0.68,0.03,-0.05,-1.4585952637049717,6874
0.59,0.02,-0.05,-1.4762412537395866,8506
0.64,0.02,-0.05,-1.479006714672825,7577
0.54,0.05,-0.05,-1.4794185966283546,9613
0.7,0.03,-0.05,-1.5065908808321902,6452
0.62,0.04,-0.04,-1.5258680024371933,7942
0.69,0.03,-0.05,-1.5487707215773492,6669
0.54,0.03,-0.05,-1.553644988225683,9613
0.6,0.02,-0.05,-1.5640511070233376,8257
0.63,0.02,-0.05,-1.585064648196862,7766
0.58,0.02,-0.05,-1.6217906799703812,8733
0.64,0.03,-0.05,-1.6503616331797009,7577
0.55,0.02,-0.05,-1.6924090991929606,9306
0.67,0.05,-0.05,-1.7219475379208438,7050
0.56,0.02,-0.05,-1.7459864404926198,9087
0.52,0.04,-0.05,-1.7464783529125754,10146
0.7,0.05,-0.05,-1.7491041307664008,6452
0.63,0.03,-0.05,-1.7864821597515503,7766
0.57,0.03,-0.05,-1.8333318417688473,8928
0.53,0.04,-0.05,-1.8406038802411275,9871
0.65,0.05,-0.05,-1.8458284194249692,7411
0.66,0.05,-0.05,-1.8684913702840278,7228
0.62,0.02,-0.05,-1.8842063737316697,7942
0.61,0.02,-0.05,-1.8871586628668748,8071
0.6,0.03,-0.05,-1.8920685929609835,8257
0.59,0.03,-0.05,-1.8990918433239536,8506
0.68,0.05,-0.05,-1.9045336589140207,6874
0.57,0.05,-0.05,-1.9076798346300206,8928
0.69,0.05,-0.05,-1.9428136458414624,6669
0.58,0.03,-0.05,-1.9828458232212398,8733
0.64,0.05,-0.05,-1.9995951063594257,7577
0.54,0.04,-0.05,-2.064629282644737,9613
0.67,0.04,-0.05,-2.093034063511855,7050
0.59,0.05,-0.05,-2.1018837255602847,8506
0.61,0.03,-0.05,-2.1140524962270497,8071
0.56,0.05,-0.05,-2.1217042619873836,9087
0.55,0.03,-0.05,-2.1312805176766085,9306
0.56,0.03,-0.05,-2.140914784911717,9087
0.7,0.04,-0.05,-2.182344171191109,6452
0.58,0.05,-0.05,-2.1870093007348586,8733
0.6,0.05,-0.05,-2.1963680942785038,8257
0.65,0.04,-0.05,-2.1984867069477785,7411
0.55,0.05,-0.05,-2.201578646299508,9306
0.62,0.03,-0.05,-2.211270133825994,7942
0.63,0.05,-0.05,-2.235929978799776,7766
0.66,0.04,-0.05,-2.2674205440913617,7228
0.68,0.04,-0.05,-2.3202957425519646,6874
0.69,0.04,-0.05,-2.3832196854809493,6669
0.64,0.04,-0.05,-2.3864015006461106,7577
0.57,0.04,-0.05,-2.4300695955543596,8928
0.61,0.05,-0.05,-2.4801960064535367,8071
0.59,0.04,-0.05,-2.54755509693747,8506
0.63,0.04,-0.05,-2.5801033626833196,7766
0.6,0.04,-0.05,-2.6191451782766846,8257
0.62,0.05,-0.05,-2.6454775253439298,7942
0.58,0.04,-0.05,-2.6629104604040554,8733
0.56,0.04,-0.05,-2.6983778423847973,9087
0.55,0.04,-0.05,-2.7875423169447515,9306
0.61,0.04,-0.05,-2.84214183977713,8071
0.62,0.04,-0.05,-3.0013373506760037,7942
